x_utm,y_utm,lon,lat,height_m,crown_radius_m,bucket
553177.38,4162479.09,-122.3975135,37.6078667,3.8,2.5,shrub
551411.38,4162150.09,-122.417544,37.6050019,3.8,3.4,shrub
551391.38,4161203.09,-122.4178371,37.5964676,3.8,3.1,shrub
552231.38,4162866.09,-122.4082033,37.611409,3.8,2.2,shrub
551301.38,4162357.09,-122.4187756,37.6068737,3.8,3.4,shrub
552925.38,4162259.09,-122.4003844,37.6058984,3.8,2.5,shrub
552459.38,4163010.09,-122.4056098,37.6126939,3.8,1.8,shrub
551330.38,4162074.09,-122.418467,37.6043214,3.8,2.6,shrub
552712.38,4162923.09,-122.4027496,37.6118953,3.8,1.7,shrub
551207.38,4161524.09,-122.4198989,37.5993711,3.8,2.1,shrub
552969.38,4161984.09,-122.3999058,37.6034173,3.8,2.8,shrub
552905.38,4161452.09,-122.4006693,37.598626,3.8,3.4,shrub
553167.38,4161208.09,-122.3977191,37.5964117,3.8,2.5,shrub
553049.38,4162339.09,-122.3989738,37.6066123,3.8,1.8,shrub
552824.38,4162651.09,-122.4015003,37.6094373,3.8,3.5,shrub
551277.38,4161447.09,-122.4191113,37.5986732,3.8,3.0,shrub
552908.38,4162061.09,-122.4005913,37.6041148,3.8,3.6,shrub
552420.38,4162380.09,-122.4060968,37.6070179,3.8,2.8,shrub
551691.38,4161441.09,-122.414422,37.5985959,3.8,1.7,shrub
552725.38,4162550.09,-122.4026292,37.6085327,3.8,3.7,shrub
551527.38,4162727.09,-122.4161892,37.6101959,3.8,4.2,shrub
551830.38,4162578.09,-122.4127669,37.6088359,3.8,2.2,shrub
551698.38,4162702.09,-122.4142536,37.609961,3.8,2.6,shrub
551231.38,4162655.09,-122.4195478,37.6095635,3.8,2.9,shrub
552531.38,4161177.09,-122.4049256,37.5961689,3.8,2.5,shrub
552883.38,4163037.09,-122.4008039,37.6129129,3.8,2.2,shrub
552058.38,4162941.09,-122.410158,37.6120948,3.8,2.3,shrub
552953.38,4161102.09,-122.4001509,37.5954687,3.8,2.3,shrub
551190.38,4162048.09,-122.4200548,37.6040949,3.8,4.2,shrub
551722.38,4161110.09,-122.4140943,37.5956109,3.8,1.8,shrub
552842.38,4161175.09,-122.4014029,37.596133,3.8,3.7,shrub
553152.38,4161392.09,-122.3978757,37.598071,3.8,2.7,shrub
552530.38,4161858.09,-122.4048881,37.6023068,3.8,3.0,shrub
551340.38,4162449.09,-122.4183273,37.6077007,3.8,2.5,shrub
552489.38,4161506.09,-122.4053778,37.5991366,3.8,1.9,shrub
551370.38,4161209.09,-122.4180745,37.5965229,3.8,2.9,shrub
551478.38,4162555.09,-122.4167565,37.6086484,3.8,2.0,shrub
552216.38,4161172.09,-122.4084941,37.5961418,3.8,1.3,shrub
552747.38,4162451.09,-122.4023871,37.6076391,3.8,2.0,shrub
552225.38,4161250.09,-122.4083866,37.5968443,3.8,2.9,shrub
551892.38,4163121.09,-122.412026,37.6137265,3.8,2.0,shrub
551351.38,4161886.09,-122.4182422,37.6026258,3.8,3.0,shrub
551441.38,4162093.09,-122.4172081,37.6044864,3.8,2.5,shrub
553046.38,4162361.09,-122.3990062,37.6068107,3.8,1.7,shrub
552623.38,4162080.09,-122.4038186,37.6043024,3.8,2.6,shrub
553106.38,4161687.09,-122.3983754,37.6007325,3.8,2.2,shrub
553192.38,4162282.09,-122.3973579,37.6060903,3.8,2.1,shrub
552649.38,4161845.09,-122.4035409,37.6021828,3.8,2.2,shrub
551229.38,4161428.09,-122.4196564,37.5985046,3.8,3.0,shrub
552997.38,4161649.09,-122.3996129,37.6003963,3.8,2.1,shrub
551979.38,4161375.09,-122.4111643,37.5979848,3.8,2.8,shrub
552224.38,4162737.09,-122.4082918,37.6102467,3.8,2.1,shrub
552659.38,4161631.09,-122.403443,37.6002535,3.8,3.2,shrub
552898.38,4161407.09,-122.4007518,37.5982208,3.8,3.3,shrub
553124.38,4161442.09,-122.3981892,37.5985233,3.8,2.3,shrub
551835.38,4161535.09,-122.4127842,37.599435,3.8,2.5,shrub
551686.38,4162475.09,-122.4144056,37.6079157,3.8,3.0,shrub
552346.38,4161281.09,-122.4070138,37.5971168,3.8,3.0,shrub
552603.38,4162508.09,-122.4040144,37.6081611,3.8,3.0,shrub
551671.38,4162572.09,-122.4145687,37.6087908,3.8,1.7,shrub
552566.38,4161757.09,-122.4044875,37.6013944,3.8,1.6,shrub
552009.38,4161325.09,-122.410828,37.5975325,3.8,2.6,shrub
551433.38,4162099.09,-122.4172983,37.604541,3.7,2.7,shrub
552189.38,4162644.09,-122.408695,37.6094105,3.7,2.2,shrub
552810.38,4162460.09,-122.4016727,37.6077166,3.7,2.5,shrub
552846.38,4161253.09,-122.401352,37.5968358,3.7,1.7,shrub
552678.38,4162265.09,-122.4031822,37.6059666,3.7,1.9,shrub
552414.38,4161119.09,-122.4062551,37.5956528,3.7,2.0,shrub
552004.38,4162425.09,-122.4108065,37.6074471,3.7,2.0,shrub
551946.38,4162621.09,-122.4114496,37.6092169,3.7,2.3,shrub
551533.38,4161555.09,-122.4162038,37.5996323,3.7,5.9,shrub
551427.38,4161597.09,-122.4174016,37.6000168,3.7,3.0,shrub
552681.38,4161916.09,-122.4031733,37.6028209,3.7,2.5,shrub
552882.38,4162114.09,-122.400882,37.604594,3.7,2.8,shrub
552329.38,4161616.09,-122.4071824,37.6001371,3.7,2.9,shrub
552089.38,4162535.09,-122.4098357,37.6084337,3.7,3.2,shrub
551653.38,4161641.09,-122.4148384,37.6004007,3.7,5.2,shrub
551306.38,4161309.09,-122.4187925,37.5974278,3.7,2.6,shrub
552155.38,4163077.09,-122.4090493,37.613315,3.7,3.7,shrub
553227.38,4161331.09,-122.3970306,37.5975169,3.7,1.8,shrub
553024.38,4162250.09,-122.3992635,37.6058116,3.7,1.6,shrub
552290.38,4162439.09,-122.4075653,37.6075571,3.7,3.0,shrub
551975.38,4162683.09,-122.4111167,37.6097741,3.7,2.7,shrub
552579.38,4163086.09,-122.4042447,37.613372,3.7,1.5,shrub
552287.38,4162902.09,-122.4075662,37.6117303,3.7,2.3,shrub
552691.38,4161192.09,-122.4031122,37.5962949,3.7,3.0,shrub
552488.38,4162440.09,-122.4053221,37.6075548,3.7,2.1,shrub
552585.38,4162576.09,-122.4042134,37.608775,3.7,3.2,shrub
552991.38,4161645.09,-122.3996811,37.6003606,3.7,2.0,shrub
552069.38,4162827.09,-122.4100415,37.6110667,3.7,2.6,shrub
551433.38,4161458.09,-122.4173434,37.5987636,3.7,3.2,shrub
552689.38,4162697.09,-122.4030264,37.6098596,3.7,2.3,shrub
552672.38,4161655.09,-122.4032941,37.600469,3.7,2.4,shrub
552869.38,4162980.09,-122.4009667,37.6124,3.7,2.1,shrub
552333.38,4161627.09,-122.4071363,37.600236,3.7,2.8,shrub
551989.38,4162724.09,-122.4109552,37.6101428,3.7,1.9,shrub
552533.38,4162936.09,-122.4047767,37.6120227,3.7,4.3,shrub
552604.38,4162730.09,-122.4039871,37.6101619,3.7,2.4,shrub
552812.38,4163059.09,-122.4016068,37.6131153,3.7,2.2,shrub
552081.38,4162596.09,-122.409922,37.608984,3.7,1.7,shrub
553068.38,4162086.09,-122.3987769,37.6043309,3.7,3.0,shrub
552767.38,4163048.09,-122.4021174,37.6130187,3.7,3.2,shrub
552424.38,4163108.09,-122.4059993,37.6135791,3.7,2.6,shrub
553202.38,4161854.09,-122.3972757,37.6022321,3.7,2.3,shrub
551432.38,4162069.09,-122.4173118,37.6042706,3.7,2.4,shrub
552693.38,4162384.09,-122.4030037,37.6070383,3.7,3.0,shrub
551765.38,4162706.09,-122.4134943,37.6099932,3.7,2.0,shrub
551510.38,4161217.09,-122.4164881,37.5965872,3.7,2.9,shrub
552843.38,4161992.09,-122.4013326,37.6034966,3.7,2.6,shrub
552324.38,4162387.09,-122.4071839,37.6070864,3.7,2.0,shrub
552721.38,4162348.09,-122.402689,37.6067123,3.7,2.1,shrub
552346.38,4162644.09,-122.4069162,37.6094015,3.7,3.9,shrub
552727.38,4161902.09,-122.4026532,37.6026921,3.7,2.9,shrub
551540.38,4162624.09,-122.4160492,37.6092668,3.7,3.6,shrub
553154.38,4162522.09,-122.3977709,37.6082556,3.7,2.5,shrub
552195.38,4162870.09,-122.4086109,37.6114471,3.7,2.6,shrub
552736.38,4162560.09,-122.4025038,37.6086222,3.7,2.4,shrub
552945.38,4161700.09,-122.4001982,37.600859,3.7,2.4,shrub
551444.38,4161645.09,-122.4172056,37.6004484,3.7,3.5,shrub
551282.38,4162385.09,-122.4189889,37.6071271,3.7,1.6,shrub
552190.38,4161220.09,-122.4087852,37.5965759,3.7,1.9,shrub
553073.38,4161996.09,-122.3987268,37.6035194,3.7,4.3,shrub
552854.38,4162762.09,-122.4011524,37.610436,3.7,1.8,shrub
551685.38,4162599.09,-122.4144082,37.6090334,3.7,1.6,shrub
551518.38,4162083.09,-122.4163365,37.604392,3.7,1.9,shrub
552679.38,4162616.09,-122.4031456,37.6091302,3.7,3.5,shrub
552481.38,4162206.09,-122.4054182,37.6054461,3.7,2.2,shrub
552632.38,4161340.09,-122.4037698,37.5976322,3.7,1.7,shrub
552246.38,4162453.09,-122.4080628,37.6076857,3.7,2.6,shrub
551534.38,4162990.09,-122.4160914,37.6125659,3.7,4.6,shrub
551369.38,4161431.09,-122.4180703,37.5985238,3.7,2.0,shrub
552667.38,4162743.09,-122.4032724,37.6102755,3.7,1.5,shrub
552148.38,4162669.09,-122.4091577,37.6096381,3.7,3.9,shrub
552101.38,4162720.09,-122.4096865,37.6101004,3.7,2.3,shrub
552075.38,4162398.09,-122.410004,37.6071997,3.7,2.1,shrub
552329.38,4161559.09,-122.4071864,37.5996234,3.7,2.2,shrub
552963.38,4162806.09,-122.3999143,37.6108263,3.7,1.1,shrub
552733.38,4162975.09,-122.4025079,37.6123627,3.7,2.0,shrub
552400.38,4161222.09,-122.4064063,37.5965819,3.7,2.9,shrub
552847.38,4162040.09,-122.4012838,37.603929,3.7,1.5,shrub
551851.38,4162185.09,-122.4125568,37.6052926,3.7,4.4,shrub
552701.38,4162668.09,-122.4028926,37.6095976,3.7,1.5,shrub
552106.38,4163107.09,-122.4096023,37.6135882,3.7,2.5,shrub
552249.38,4163087.09,-122.4079835,37.6133998,3.7,2.5,shrub
552738.38,4161726.09,-122.4025413,37.6011052,3.7,2.9,shrub
552195.38,4161612.09,-122.4087006,37.6001087,3.7,2.8,shrub
553025.38,4161161.09,-122.399331,37.5959963,3.7,2.0,shrub
552988.38,4162195.09,-122.3996753,37.6053179,3.7,2.4,shrub
551292.38,4162136.09,-122.4188931,37.6048823,3.7,2.8,shrub
551619.38,4162634.09,-122.4151534,37.6093525,3.7,4.0,shrub
551226.38,4162212.09,-122.4196355,37.605571,3.7,2.9,shrub
552771.38,4162238.09,-122.4021305,37.605718,3.7,1.3,shrub
551651.38,4162292.09,-122.4148151,37.6062683,3.7,3.9,shrub
553109.38,4162242.09,-122.3983011,37.6057346,3.7,1.7,shrub
552721.38,4161850.09,-122.4027249,37.6022238,3.7,2.5,shrub
552842.38,4162476.09,-122.401309,37.607859,3.7,2.2,shrub
551266.38,4161339.09,-122.4192435,37.5977004,3.7,1.9,shrub
551363.38,4162876.09,-122.4180368,37.611548,3.7,3.7,shrub
553121.38,4162249.09,-122.3981646,37.605797,3.7,2.1,shrub
552559.38,4162296.09,-122.4045281,37.6062529,3.7,3.2,shrub
552632.38,4161273.09,-122.4037747,37.5970284,3.7,1.8,shrub
552722.38,4163109.09,-122.4026229,37.6135711,3.7,2.6,shrub
552838.38,4163100.09,-122.4013092,37.6134833,3.7,3.6,shrub
551625.38,4161960.09,-122.415133,37.6032774,3.7,2.0,shrub
551396.38,4161543.09,-122.4177566,37.5995318,3.7,3.7,shrub
552909.38,4161127.09,-122.4006475,37.5956966,3.7,1.1,shrub
551880.38,4162600.09,-122.4121989,37.6090314,3.7,1.8,shrub
552978.38,4161637.09,-122.399829,37.6002892,3.7,2.0,shrub
552772.38,4161893.09,-122.4021441,37.6026084,3.7,3.0,shrub
552218.38,4161426.09,-122.4084533,37.598431,3.7,1.6,shrub
553209.38,4162339.09,-122.3971611,37.606603,3.7,4.8,shrub
552447.38,4161105.09,-122.4058823,37.5955247,3.7,4.9,shrub
551359.38,4162274.09,-122.4181244,37.6061224,3.7,3.9,shrub
552458.38,4163136.09,-122.405612,37.6138296,3.7,4.8,shrub
551499.38,4161932.09,-122.4165624,37.6030321,3.7,2.9,shrub
551433.38,4161410.09,-122.4173468,37.598331,3.7,2.6,shrub
551824.38,4161480.09,-122.4129127,37.5989399,3.7,2.2,shrub
553227.38,4162301.09,-122.39696,37.6062595,3.7,2.1,shrub
553008.38,4162841.09,-122.3994019,37.6111392,3.7,2.9,shrub
552761.38,4162044.09,-122.4022578,37.60397,3.7,2.1,shrub
552340.38,4163016.09,-122.4069576,37.6127547,3.7,2.4,shrub
551952.38,4161155.09,-122.4114858,37.5960035,3.7,2.2,shrub
551359.38,4161270.09,-122.4181949,37.5970733,3.7,2.2,shrub
551575.38,4162023.09,-122.415695,37.603848,3.7,2.5,shrub
551956.38,4162500.09,-122.4113449,37.6081258,3.7,3.1,shrub
552598.38,4162455.09,-122.4040748,37.6076837,3.7,2.5,shrub
552777.38,4161849.09,-122.4020906,37.6022116,3.7,3.8,shrub
551707.38,4162550.09,-122.4141624,37.6085905,3.7,1.5,shrub
552983.38,4161640.09,-122.3997721,37.600316,3.7,2.1,shrub
552668.38,4161816.09,-122.4033278,37.6019204,3.7,4.6,shrub
553017.38,4162215.09,-122.3993453,37.6054965,3.7,2.6,shrub
552203.38,4161256.09,-122.4086354,37.5968996,3.7,1.5,shrub
551348.38,4162874.09,-122.4182069,37.6115308,3.7,2.3,shrub
551431.38,4162994.09,-122.4172581,37.6126077,3.7,2.1,shrub
551436.38,4161628.09,-122.4172975,37.6002957,3.7,2.7,shrub
551366.38,4161580.09,-122.4180938,37.5998669,3.7,2.0,shrub
551832.38,4161546.09,-122.4128174,37.5995344,3.7,2.3,shrub
553023.38,4161371.09,-122.3993385,37.5978892,3.7,4.4,shrub
552932.38,4162785.09,-122.400267,37.6106388,3.7,2.9,shrub
552749.38,4162780.09,-122.4023407,37.6106043,3.7,2.6,shrub
553070.38,4162134.09,-122.3987507,37.6047634,3.7,1.9,shrub
552337.38,4161543.09,-122.407097,37.5994787,3.7,3.6,shrub
551597.38,4161610.09,-122.4154749,37.6001244,3.7,4.9,shrub
552672.38,4161176.09,-122.4033285,37.5961518,3.7,2.3,shrub
552625.38,4162561.09,-122.4037613,37.6086375,3.7,2.3,shrub
552619.38,4161385.09,-122.4039139,37.5980386,3.7,1.7,shrub
552941.38,4162935.09,-122.4001542,37.6119903,3.7,3.3,shrub
553061.38,4162100.09,-122.3988552,37.6044575,3.7,3.5,shrub
551675.38,4161924.09,-122.4145692,37.6029501,3.7,3.1,shrub
552492.38,4162449.09,-122.4052761,37.6076357,3.7,1.8,shrub
551718.38,4161275.09,-122.4141279,37.5970982,3.7,2.1,shrub
552214.38,4161855.09,-122.408468,37.6022978,3.7,1.5,shrub
552783.38,4161616.09,-122.4020395,37.6001112,3.7,1.7,shrub
553018.38,4161309.09,-122.3993996,37.5973307,3.7,3.1,shrub
551557.38,4162103.09,-122.4158933,37.6045701,3.7,2.1,shrub
552589.38,4162852.09,-122.4041482,37.6112624,3.7,2.9,shrub
551642.38,4162912.09,-122.4148732,37.6118568,3.7,2.8,shrub
552915.38,4161710.09,-122.4005374,37.6009508,3.7,1.7,shrub
552821.38,4161913.09,-122.4015875,37.6027859,3.7,2.5,shrub
551863.38,4162739.09,-122.4123816,37.6102852,3.7,4.2,shrub
553033.38,4161288.09,-122.3992312,37.5971405,3.7,1.9,shrub
552460.38,4161141.09,-122.4057325,37.5958485,3.7,3.9,shrub
551873.38,4162891.09,-122.4122575,37.6116546,3.7,2.2,shrub
551405.38,4162712.09,-122.4175725,37.6100675,3.7,2.3,shrub
552480.38,4163032.09,-122.4053703,37.612891,3.7,2.0,shrub
552071.38,4162403.09,-122.410049,37.607245,3.7,3.1,shrub
553197.38,4161133.09,-122.3973848,37.595734,3.7,3.6,shrub
551745.38,4161250.09,-122.4138238,37.5968714,3.7,2.9,shrub
551955.38,4162258.09,-122.4113735,37.6059447,3.7,2.0,shrub
552657.38,4161881.09,-122.4034477,37.6025069,3.7,4.4,shrub
551719.38,4162706.09,-122.4140154,37.6099958,3.7,3.6,shrub
553084.38,4163089.09,-122.3985228,37.61337,3.7,1.1,shrub
551709.38,4161706.09,-122.4141994,37.6009834,3.7,3.8,shrub
551484.38,4162594.09,-122.4166857,37.6089996,3.7,5.4,shrub
552656.38,4162214.09,-122.4034351,37.6055082,3.7,2.7,shrub
553104.38,4162910.09,-122.3983092,37.6117555,3.7,2.9,shrub
552048.38,4162328.09,-122.4103149,37.6065703,3.7,4.5,shrub
551724.38,4162194.09,-122.413995,37.6053809,3.7,1.9,shrub
552809.38,4162603.09,-122.4016737,37.6090055,3.7,4.4,shrub
552568.38,4162531.09,-122.4044092,37.6083704,3.7,2.5,shrub
553185.38,4161291.09,-122.3975092,37.5971588,3.7,2.0,shrub
553005.38,4162488.09,-122.3994615,37.6079578,3.7,2.3,shrub
551897.38,4163126.09,-122.4119689,37.6137713,3.7,3.4,shrub
552918.38,4162237.09,-122.4004653,37.6057005,3.7,3.0,shrub
551739.38,4162852.09,-122.4137785,37.6113106,3.7,2.6,shrub
552442.38,4163022.09,-122.4058015,37.612803,3.7,2.2,shrub
552225.38,4161257.09,-122.4083861,37.5969074,3.7,4.3,shrub
551302.38,4162630.09,-122.4187452,37.6093342,3.7,2.0,shrub
551316.38,4162592.09,-122.4185892,37.6089909,3.7,2.6,shrub
551419.38,4161939.09,-122.4174682,37.6030997,3.7,1.7,shrub
551435.38,4162074.09,-122.4172774,37.6043155,3.7,1.9,shrub
552242.38,4161237.09,-122.408195,37.5967261,3.7,2.9,shrub
551353.38,4161206.09,-122.4182673,37.5964968,3.7,2.1,shrub
552946.38,4162970.09,-122.400095,37.6123054,3.7,3.3,shrub
552367.38,4161663.09,-122.4067485,37.6005586,3.7,2.8,shrub
552243.38,4162209.09,-122.4081142,37.6054867,3.7,1.5,shrub
553129.38,4162322.09,-122.3980687,37.6064544,3.7,2.0,shrub
552521.38,4162379.09,-122.4049526,37.6070031,3.7,2.5,shrub
552353.38,4162442.09,-122.4068514,37.6075805,3.7,1.8,shrub
552739.38,4162658.09,-122.4024628,37.6095053,3.7,1.6,shrub
552274.38,4162920.09,-122.4077122,37.6118932,3.7,4.7,shrub
552563.38,4161819.09,-122.404517,37.6019534,3.7,5.2,shrub
552723.38,4162715.09,-122.4026399,37.6100199,3.7,2.9,shrub
551233.38,4162877.09,-122.4195096,37.6115643,3.7,2.3,shrub
551512.38,4162153.09,-122.4163996,37.6050233,3.7,2.3,shrub
551883.38,4163016.09,-122.4121354,37.6127806,3.7,2.1,shrub
551629.38,4162905.09,-122.415021,37.6117945,3.7,2.3,shrub
551700.38,4161239.09,-122.4143343,37.5967748,3.7,2.5,shrub
551606.38,4161582.09,-122.4153749,37.5998715,3.7,3.3,shrub
552179.38,4161333.09,-122.4089018,37.597595,3.7,1.8,shrub
551197.38,4161343.09,-122.4200248,37.5977403,3.7,2.9,shrub
553209.38,4161977.09,-122.3971875,37.6033403,3.7,1.5,shrub
552683.38,4162156.09,-122.4031334,37.6049839,3.7,1.8,shrub
553162.38,4162500.09,-122.3976819,37.6080568,3.7,2.1,shrub
552644.38,4162268.09,-122.4035671,37.6059956,3.7,1.5,shrub
552690.38,4161442.09,-122.4031055,37.5985482,3.7,1.9,shrub
553229.38,4161696.09,-122.3969813,37.6008065,3.7,4.3,shrub
551330.38,4161954.09,-122.4184754,37.6032398,3.7,2.5,shrub
552693.38,4162148.09,-122.4030207,37.6049113,3.7,2.9,shrub
552736.38,4161381.09,-122.4025888,37.5979958,3.7,1.1,shrub
552752.38,4161839.09,-122.4023745,37.6021229,3.7,2.3,shrub
551509.38,4162920.09,-122.4163795,37.6119364,3.7,2.8,shrub
553106.38,4161831.09,-122.3983649,37.6020304,3.7,2.8,shrub
552932.38,4161994.09,-122.4003242,37.6035095,3.7,2.4,shrub
552818.38,4162585.09,-122.401573,37.6088428,3.7,2.0,shrub
551543.38,4161422.09,-122.4160999,37.598433,3.7,4.3,shrub
551861.38,4161490.09,-122.4124928,37.599028,3.7,2.3,shrub
551580.38,4162966.09,-122.4155719,37.612347,3.7,2.1,shrub
553002.38,4162136.09,-122.3995209,37.6047853,3.7,2.9,shrub
552086.38,4162744.09,-122.4098548,37.6103176,3.7,3.9,shrub
552059.38,4162523.09,-122.4101764,37.6083273,3.7,2.6,shrub
552400.38,4161344.09,-122.4063976,37.5976815,3.7,2.3,shrub
551779.38,4162494.09,-122.4133506,37.6080817,3.7,2.3,shrub
552647.38,4161807.09,-122.4035663,37.6018405,3.7,2.1,shrub
552561.38,4162813.09,-122.4044683,37.6109125,3.7,1.3,shrub
551809.38,4162843.09,-122.412986,37.6112256,3.7,2.9,shrub
552802.38,4162640.09,-122.4017503,37.6093394,3.7,2.4,shrub
551772.38,4161110.09,-122.4135279,37.595608,3.7,3.3,shrub
552176.38,4163025.09,-122.4088151,37.6128452,3.6,3.5,shrub
552697.38,4161822.09,-122.4029988,37.6019728,3.6,1.0,shrub
551190.38,4162536.09,-122.4200206,37.6084932,3.6,3.6,shrub
552339.38,4161127.09,-122.4071041,37.5957292,3.6,2.5,shrub
551718.38,4162537.09,-122.4140387,37.6084727,3.6,2.8,shrub
551759.38,4162641.09,-122.4135668,37.6094077,3.6,2.0,shrub
552752.38,4161365.09,-122.4024087,37.5978507,3.6,2.0,shrub
551190.38,4162184.09,-122.4200453,37.6053206,3.6,4.4,shrub
552484.38,4161836.09,-122.4054107,37.6021112,3.6,3.0,shrub
552390.38,4162425.09,-122.4064334,37.6074252,3.6,1.7,shrub
551917.38,4162816.09,-122.4117644,37.6109761,3.6,3.4,shrub
551278.38,4161503.09,-122.4190961,37.5991779,3.6,2.5,shrub
552620.38,4161339.09,-122.4039058,37.5976239,3.6,4.4,shrub
552773.38,4161630.09,-122.4021517,37.6002379,3.6,2.0,shrub
553037.38,4162145.09,-122.3991238,37.6048644,3.6,3.6,shrub
551433.38,4162685.09,-122.4172571,37.6098226,3.6,2.2,shrub
552645.38,4161619.09,-122.4036025,37.6001461,3.6,3.2,shrub
552208.38,4161529.09,-122.4085593,37.5993599,3.6,2.1,shrub
552298.38,4162947.09,-122.4074384,37.6121352,3.6,2.1,shrub
551299.38,4161683.09,-122.4188456,37.600799,3.6,2.5,shrub
551687.38,4161104.09,-122.4144911,37.5955587,3.6,3.6,shrub
552475.38,4161683.09,-122.4055237,37.6007327,3.6,3.2,shrub
552541.38,4162354.09,-122.4047278,37.6067766,3.6,2.0,shrub
551392.38,4162120.09,-122.4177613,37.6047325,3.6,2.5,shrub
551599.38,4161560.09,-122.4154558,37.5996736,3.6,2.9,shrub
552980.38,4162109.09,-122.3997721,37.6045433,3.6,2.9,shrub
551310.38,4161457.09,-122.4187368,37.5987615,3.6,1.9,shrub
552456.38,4162402.09,-122.4056874,37.6072141,3.6,3.0,shrub
551639.38,4162931.09,-122.4149059,37.6120283,3.6,3.1,shrub
552982.38,4162181.09,-122.3997443,37.6051921,3.6,3.2,shrub
552038.38,4163081.09,-122.4103746,37.6133577,3.6,1.9,shrub
552867.38,4161577.09,-122.4010907,37.5997548,3.6,1.3,shrub
552705.38,4161668.09,-122.4029193,37.6005843,3.6,2.3,shrub
552797.38,4162617.09,-122.4018086,37.6091324,3.6,1.5,shrub
552367.38,4162743.09,-122.4066712,37.6102926,3.6,1.3,shrub
552793.38,4161598.09,-122.4019275,37.5999484,3.6,4.5,shrub
551628.38,4161139.09,-122.415157,37.5958775,3.6,3.4,shrub
552683.38,4163083.09,-122.4030666,37.613339,3.6,5.6,shrub
551763.38,4161113.09,-122.4136296,37.5956356,3.6,2.2,shrub
552313.38,4161131.09,-122.4073983,37.5957667,3.6,3.1,shrub
552704.38,4161490.09,-122.4029434,37.5989801,3.6,2.8,shrub
551978.38,4161366.09,-122.4111763,37.5979038,3.6,2.6,shrub
552876.38,4162784.09,-122.4009015,37.610633,3.6,4.2,shrub
552501.38,4161522.09,-122.4052407,37.5992801,3.6,2.0,shrub
551319.38,4161423.09,-122.4186372,37.5984545,3.6,3.3,shrub
551390.38,4162868.09,-122.4177314,37.6114744,3.6,2.4,shrub
551365.38,4162951.09,-122.4180089,37.6122239,3.6,1.6,shrub
551379.38,4161139.09,-122.4179775,37.5958915,3.6,2.5,shrub
553174.38,4162091.09,-122.3975757,37.6043698,3.6,1.6,shrub
551682.38,4161739.09,-122.4145029,37.6012823,3.6,2.9,shrub
552779.38,4162269.09,-122.4020377,37.6059969,3.6,3.1,shrub
552889.38,4161112.09,-122.4008751,37.5955625,3.6,2.5,shrub
552566.38,4161614.09,-122.4044978,37.6001056,3.6,2.5,shrub
551309.38,4161565.09,-122.4187406,37.5997349,3.6,2.4,shrub
551627.38,4161911.09,-122.4151138,37.6028356,3.6,1.3,shrub
551244.38,4161986.09,-122.4194474,37.603533,3.6,4.6,shrub
551379.38,4162868.09,-122.4178561,37.611475,3.6,2.9,shrub
552640.38,4161739.09,-122.4036505,37.601228,3.6,3.9,shrub
553111.38,4162815.09,-122.3982368,37.6108989,3.6,4.7,shrub
553021.38,4162572.09,-122.3992741,37.6087139,3.6,1.4,shrub
552745.38,4161407.09,-122.402485,37.5982296,3.6,1.8,shrub
552566.38,4161961.09,-122.4044728,37.6032331,3.6,1.6,shrub
552868.38,4162001.09,-122.4010488,37.6035763,3.6,1.9,shrub
552792.38,4162819.09,-122.4018507,37.6109533,3.6,1.3,shrub
552817.38,4162982.09,-122.4015557,37.612421,3.6,3.3,shrub
551676.38,4161917.09,-122.4145583,37.602887,3.6,4.8,shrub
552241.38,4163091.09,-122.4080739,37.6134363,3.6,2.5,shrub
552833.38,4163118.09,-122.4013646,37.6136458,3.6,2.6,shrub
551334.38,4162308.09,-122.4184052,37.6064302,3.6,2.9,shrub
552211.38,4161615.09,-122.4085192,37.6001348,3.6,2.3,shrub
551936.38,4162654.09,-122.4115606,37.6095149,3.6,2.0,shrub
553056.38,4162105.09,-122.3989114,37.6045028,3.6,2.3,shrub
553206.38,4162266.09,-122.3972004,37.6059453,3.6,3.5,shrub
552111.38,4161233.09,-122.4096792,37.5966975,3.6,2.0,shrub
552422.38,4161716.09,-122.4061217,37.6010331,3.6,4.5,shrub
551200.38,4162632.09,-122.4199006,37.6093579,3.6,2.0,shrub
552659.38,4161416.09,-122.4034585,37.5983157,3.6,1.6,shrub
552372.38,4162408.09,-122.4066386,37.607273,3.6,3.4,shrub
552207.38,4162762.09,-122.4084826,37.610473,3.6,3.4,shrub
551796.38,4162539.09,-122.4131549,37.6084863,3.6,4.4,shrub
552493.38,4161183.09,-122.4053556,37.5962251,3.6,3.2,shrub
553109.38,4161809.09,-122.3983325,37.6018319,3.6,2.5,shrub
551430.38,4161501.09,-122.4173744,37.5991513,3.6,3.2,shrub
552705.38,4162571.09,-122.4028542,37.6087231,3.6,3.0,shrub
552675.38,4161786.09,-122.4032506,37.6016496,3.6,2.2,shrub
552210.38,4162720.09,-122.4084516,37.6100943,3.6,3.1,shrub
552909.38,4161980.09,-122.4005858,37.6033847,3.6,2.6,shrub
551800.38,4162856.09,-122.4130871,37.6113432,3.6,3.1,shrub
552149.38,4162996.09,-122.409123,37.6125853,3.6,2.9,shrub
552975.38,4161102.09,-122.3999017,37.5954674,3.6,4.5,shrub
552918.38,4162851.09,-122.4004208,37.6112345,3.6,2.1,shrub
552834.38,4163133.09,-122.4013522,37.613781,3.6,2.0,shrub
